2 0.000000 100.000000 5791.461216
573 478 
1 -20.101635 0.000000 -20.151635 99.804841 -0.000009 -6.261377 -0.000021 
2 20.964375 0.000000 -20.151635 99.805153 0.000009 -6.254470 -0.000019 
3 20.964375 0.000000 20.168012 99.803045 0.000010 -6.255917 0.000022 
4 -20.101635 0.000000 20.168012 99.802838 -0.000004 -6.261389 0.000019 
5 0.431370 0.000000 0.008188 97.411003 0.435878 -5.120357 0.048469 
6 -20.101635 0.000000 0.008188 99.803826 -0.000018 -6.262599 -0.000002 
7 0.431370 0.000000 -20.151635 99.806909 -0.000001 -6.258176 -0.000058 
8 20.964375 0.000000 0.008188 99.804166 -0.000876 -6.251541 0.000005 
9 0.431370 0.000000 20.168012 99.801072 0.000011 -6.258497 0.000058 
10 10.697873 0.000000 -10.071724 99.809077 0.000045 -6.235770 -0.000074 
11 0.431370 0.000000 -10.071724 99.815995 0.000017 -6.249816 -0.000229 
12 10.697873 0.000000 -20.151635 99.806151 0.000008 -6.255555 -0.000040 
13 20.964375 0.000000 -10.071724 99.806442 0.000029 -6.232471 -0.000017 
14 10.697873 0.000000 0.008188 99.756554 0.001075 -6.995794 -0.000031 
15 -9.835133 0.000000 -10.071724 99.807886 -0.000029 -6.262023 -0.000083 
16 -20.101635 0.000000 -10.071724 99.804831 -0.000015 -6.262043 -0.000022 
17 -9.835133 0.000000 -20.151635 99.805952 -0.000009 -6.260640 -0.000042 
18 -9.835133 0.000000 0.008188 99.803689 -0.000060 -6.266760 -0.000005 
19 10.697873 0.000000 10.088100 99.800742 0.000043 -6.240870 0.000086 
20 0.431370 0.000000 10.088100 99.793221 0.000060 -6.250906 0.000224 
21 20.964375 0.000000 10.088100 99.803790 0.000012 -6.242704 0.000023 
22 10.697873 0.000000 20.168012 99.801962 0.000015 -6.256379 0.000043 
23 5.564621 0.000000 -5.031768 99.823076 0.000429 -6.177743 -0.000281 
24 0.431370 0.000000 -5.031768 99.848471 -0.000026 -6.223468 -0.000845 
25 5.564621 0.000000 -10.071724 99.813016 0.000049 -6.239810 -0.000157 
26 10.697873 0.000000 -5.031768 99.812713 0.000138 -6.170422 -0.000065 
27 5.564621 0.000000 0.008188 99.670519 0.003960 -8.291762 -0.000297 
28 -9.835133 0.000000 10.088100 99.799994 -0.000011 -6.261951 0.000075 
29 -20.101635 0.000000 10.088100 99.802846 -0.000011 -6.262032 0.000018 
30 -9.835133 0.000000 20.168012 99.801837 -0.000000 -6.260704 0.000040 
31 -4.701881 0.000000 -5.031768 99.819316 -0.000856 -6.265501 -0.000315 
32 -9.835133 0.000000 -5.031768 99.807729 -0.000051 -6.264680 -0.000083 
33 -4.701881 0.000000 -10.071724 99.812243 -0.000024 -6.259247 -0.000166 
34 -4.701881 0.000000 0.008188 99.801615 -0.000196 -6.282820 0.000016 
35 5.564621 0.000000 5.048144 99.791099 0.000231 -6.191011 0.000341 
36 0.431370 0.000000 5.048144 99.765885 0.000608 -6.226428 0.000800 
37 10.697873 0.000000 5.048144 99.803136 0.000028 -6.196133 0.000094 
38 5.564621 0.000000 10.088100 99.796544 0.000069 -6.242789 0.000168 
39 2.997996 0.000000 -2.511790 99.857914 0.001207 -6.090550 -0.000870 
40 0.431370 0.000000 -2.511790 99.937429 0.006340 -6.176347 -0.002564 
41 2.997996 0.000000 -5.031768 99.837165 -0.001143 -6.190884 -0.000579 
42 5.564621 0.000000 -2.511790 99.825077 0.000222 -6.097974 -0.000223 
43 2.997996 0.000000 0.008188 99.559833 0.003766 -9.658270 -0.000544 
44 -4.701881 0.000000 5.048144 99.788959 0.000892 -6.264274 0.000292 
45 -9.835133 0.000000 5.048144 99.799960 -0.000033 -6.264450 0.000072 
46 -4.701881 0.000000 10.088100 99.796133 0.000011 -6.259277 0.000155 
47 -2.135256 0.000000 -2.511790 99.864310 0.001790 -6.291144 -0.001246 
48 -4.701881 0.000000 -2.511790 99.817724 -0.000181 -6.275742 -0.000296 
49 -2.135256 0.000000 -5.031768 99.835546 -0.000058 -6.255866 -0.000627 
50 -2.135256 0.000000 0.008188 99.781439 0.000518 -6.337932 0.000350 
51 2.997996 0.000000 2.528166 99.756929 0.000746 -6.101291 0.001133 
52 0.431370 0.000000 2.528166 99.699272 -0.002265 -6.181911 0.002184 
53 5.564621 0.000000 2.528166 99.795652 0.002522 -6.103669 0.000357 
54 2.997996 0.000000 5.048144 99.776759 -0.000334 -6.199412 0.000617 
55 1.714683 0.000000 -1.251801 99.928381 -0.001905 -6.163336 -0.002367 
56 0.431370 0.000000 -1.251801 100.203498 0.013720 -6.157283 -0.007865 
57 1.714683 0.000000 -2.511790 99.925137 0.002213 -6.090955 -0.002213 
58 2.997996 0.000000 -1.251801 99.837776 0.000046 -6.293462 -0.000719 
59 1.714683 0.000000 0.008188 99.329670 0.019766 -10.810140 0.001676 
60 -2.135256 0.000000 2.528166 99.743102 -0.000972 -6.279080 0.001189 
61 -4.701881 0.000000 2.528166 99.788381 -0.000089 -6.273375 0.000292 
62 -2.135256 0.000000 5.048144 99.775161 0.000117 -6.254303 0.000580 
63 -0.851943 0.000000 -1.251801 100.000316 0.002792 -6.412361 -0.004118 
64 -2.135256 0.000000 -1.251801 99.854647 0.000424 -6.340955 -0.001116 
65 -0.851943 0.000000 -2.511790 99.928494 0.001143 -6.268375 -0.002500 
66 -0.851943 0.000000 0.008188 99.590678 -0.000673 -6.439752 0.004023 
67 1.714683 0.000000 1.268177 99.632745 0.011304 -6.151940 0.003547 
68 0.431370 0.000000 1.268177 99.746841 0.008619 -6.221181 0.001186 
69 2.997996 0.000000 1.268177 99.736431 0.000851 -6.135503 0.001500 
70 1.714683 0.000000 2.528166 99.696191 0.001005 -6.110514 0.002333 
71 1.073026 0.000000 -0.621806 99.888417 0.025387 -6.576151 -0.002094 
72 0.431370 0.000000 -0.621806 100.305483 0.032393 -5.973640 -0.009688 
73 1.073026 0.000000 -1.251801 100.067544 0.015209 -6.087576 -0.005057 
74 1.714683 0.000000 -0.621806 99.773687 -0.000079 -7.078838 -0.000490 
75 1.073026 0.000000 0.008188 98.839397 0.054729 -12.120569 0.008386 
76 -0.851943 0.000000 1.268177 99.595896 0.001894 -6.313985 0.004079 
77 -2.135256 0.000000 1.268177 99.733412 0.000847 -6.320020 0.001330 
78 -0.851943 0.000000 2.528166 99.693154 0.003987 -6.251191 0.002220 
79 -0.210286 0.000000 -0.621806 100.317788 0.032112 -6.720426 -0.010882 
80 -0.851943 0.000000 -0.621806 99.801492 0.010524 -6.426743 -0.000164 
