Self stable 1
   1.0000491      0.0578650
   0.9934251      0.0570596
   0.9867873      0.0562558
   0.9801317      0.0554566
   0.9734539      0.0546647
   0.9667496      0.0538831
   0.9600145      0.0531148
   0.9532443      0.0523625
   0.9464344      0.0516295
   0.9395804      0.0509185
   0.9326779      0.0502326
   0.9257222      0.0495750
   0.9187090      0.0489486
   0.9116334      0.0483566
   0.9044910      0.0478021
   0.8972770      0.0472882
   0.8899866      0.0468182
   0.8826152      0.0463952
   0.8751578      0.0460224
   0.8676098      0.0457032
   0.8599661      0.0454407
   0.8522219      0.0452385
   0.8443722      0.0450996
   0.8364803      0.0450280
   0.8304722      0.0450191
   0.8243949      0.0450488
   0.8182454      0.0451171
   0.8120209      0.0452236
   0.8057184      0.0453681
   0.7993351      0.0455504
   0.7928679      0.0457702
   0.7863138      0.0460273
   0.7796699      0.0463214
   0.7729331      0.0466524
   0.7661003      0.0470198
   0.7591685      0.0474235
   0.7521345      0.0478633
   0.7449951      0.0483388
   0.7377473      0.0488498
   0.7303878      0.0493960
   0.7229133      0.0499772
   0.7153207      0.0505930
   0.7076067      0.0512433
   0.6997679      0.0519276
   0.6918011      0.0526459
   0.6837028      0.0533976
   0.6754698      0.0541827
   0.6670985      0.0550007
   0.6585856      0.0558514
   0.6499275      0.0567344
   0.6411209      0.0576495
   0.6321621      0.0585964
   0.6230476      0.0595748
   0.6146109      0.0604926
   0.6074357      0.0612813
   0.6001702      0.0620859
   0.5928189      0.0629047
   0.5853864      0.0637361
   0.5778774      0.0645783
   0.5702965      0.0654295
   0.5626485      0.0662880
   0.5549381      0.0671519
   0.5471702      0.0680195
   0.5393496      0.0688890
   0.5314813      0.0697584
   0.5235701      0.0706260
   0.5156211      0.0714899
   0.5076394      0.0723481
   0.4996299      0.0731988
   0.4915980      0.0740401
   0.4835517      0.0748697
   0.4755145      0.0756838
   0.4674946      0.0764804
   0.4594971      0.0772575
   0.4515273      0.0780135
   0.4435902      0.0787465
   0.4356907      0.0794549
   0.4278339      0.0801368
   0.4200246      0.0807906
   0.4122679      0.0814145
   0.4045684      0.0820069
   0.3969311      0.0825660
   0.3893606      0.0830903
   0.3818617      0.0835781
   0.3744391      0.0840278
   0.3670973      0.0844377
   0.3598409      0.0848063
   0.3526745      0.0851319
   0.3456027      0.0854131
   0.3386297      0.0856482
   0.3317601      0.0858358
   0.3230964      0.0860049
   0.3140674      0.0860970
   0.3052243      0.0861004
   0.2965606      0.0860171
   0.2880699      0.0858491
   0.2797456      0.0855980
   0.2715815      0.0852660
   0.2635712      0.0848547
   0.2557084      0.0843661
   0.2479870      0.0838019
   0.2404007      0.0831641
   0.2329435      0.0824543
   0.2256093      0.0816744
   0.2183921      0.0808261
   0.2112860      0.0799112
   0.2042849      0.0789314
   0.1973832      0.0778885
   0.1905750      0.0767842
   0.1838544      0.0756201
   0.1772159      0.0743980
   0.1706537      0.0731195
   0.1641623      0.0717863
   0.1577360      0.0704000
   0.1513694      0.0689623
   0.1450569      0.0674747
   0.1387932      0.0659390
   0.1325729      0.0643566
   0.1263907      0.0627292
   0.1196678      0.0608999
   0.1104284      0.0582856
   0.1012957      0.0555800
   0.0923102      0.0527892
   0.0835122      0.0499192
   0.0749415      0.0469761
   0.0666376      0.0439656
   0.0586398      0.0408937
   0.0509868      0.0377662
   0.0437171      0.0345889
   0.0368690      0.0313676
   0.0304801      0.0281078
   0.0245880      0.0248152
   0.0192299      0.0214954
   0.0144425      0.0181540
   0.0102623      0.0147964
   0.0067256      0.0114280
   0.0038681      0.0080543
   0.0017253      0.0046806
   0.0003326      0.0013122
  -0.0002409     -0.0015940
  -0.0002428     -0.0042028
   0.0002506     -0.0068034
   0.0012478     -0.0093915
   0.0027577     -0.0119624
   0.0047889     -0.0145117
   0.0073502     -0.0170347
   0.0104505     -0.0195269
   0.0140988     -0.0219834
