200	0	0.252
199.94966	0	0.25906
199.79866	0	0.28024
199.5472	0	0.31544
199.19548	0	0.3646
198.74388	0	0.42756
198.19286	0	0.50414
197.54298	0	0.59414
196.79488	0	0.6973
195.9493	0	0.81332
195.00712	0	0.9419
193.96926	0	1.0827
192.8368	0	1.23532
191.61084	0	1.39938
190.29266	0	1.57444
188.88354	0	1.76006
187.38494	0	1.95578
185.79834	0	2.1611
184.12536	0	2.37554
182.36766	0	2.59858
180.52702	0	2.82972
178.6053	0	3.0684
176.60444	0	3.31408
174.52644	0	3.56626
172.3734	0	3.82434
170.14748	0	4.08778
167.85094	0	4.35604
165.48608	0	4.62854
163.05526	0	4.90472
160.56096	0	5.184
158.0057	0	5.4658
155.392	0	5.74958
152.72254	0	6.0347
150	0	6.32062
147.2271	0	6.6067
144.40666	0	6.89238
141.5415	0	7.17702
138.63452	0	7.46
135.68862	0	7.7407
132.7068	0	8.01848
129.69204	0	8.2927
126.64738	0	8.56266
123.5759	0	8.8277
120.48066	0	9.08716
117.36482	0	9.3403
114.23148	0	9.58646
111.08382	0	9.82488
107.925	0	10.05486
104.7582	0	10.27566
101.5866	0	10.48656
98.4134	0	10.6868
95.2418	0	10.87564
92.075	0	11.05238
88.91618	0	11.21626
85.76852	0	11.3666
82.63518	0	11.50264
79.51934	0	11.62374
76.4241	0	11.72924
73.35262	0	11.81848
70.30796	0	11.89084
67.2932	0	11.94578
64.31138	0	11.98276
61.36548	0	12.00126
58.4585	0	12.00086
55.59334	0	11.98116
52.7729	0	11.94178
50	0	11.88248
47.27746	0	11.803
44.608	0	11.70318
41.9943	0	11.5829
39.43904	0	11.44212
36.94474	0	11.28086
34.51392	0	11.09918
32.14906	0	10.89726
29.85252	0	10.67526
27.6266	0	10.43344
25.47356	0	10.17216
23.39556	0	9.89178
21.3947	0	9.59268
19.47298	0	9.27538
17.63234	0	8.94038
15.87464	0	8.5882
14.20166	0	8.21944
12.61506	0	7.8347
11.11646	0	7.4346
9.70734	0	7.01978
8.38916	0	6.59088
7.1632	0	6.14852
6.03074	0	5.69338
4.99288	0	5.22604
4.0507	0	4.74714
3.20512	0	4.25724
2.45702	0	3.75688
1.80714	0	3.24662
1.25612	0	2.7269
0.80452	0	2.19816
0.4528	0	1.6608
0.20134	0	1.11514
0.05034	0	0.56146
0	0	0
0.05034	0	-0.56146
0.20134	0	-1.11514
0.4528	0	-1.6608
0.80452	0	-2.19816
1.25612	0	-2.7269
1.80714	0	-3.24662
2.45702	0	-3.75688
3.20512	0	-4.25724
4.0507	0	-4.74714
4.99288	0	-5.22604
6.03074	0	-5.69338
7.1632	0	-6.14852
8.38916	0	-6.59088
9.70734	0	-7.01978
11.11646	0	-7.4346
12.61506	0	-7.8347
14.20166	0	-8.21944
15.87464	0	-8.5882
17.63234	0	-8.94038
19.47298	0	-9.27538
21.3947	0	-9.59268
23.39556	0	-9.89178
25.47356	0	-10.17216
27.6266	0	-10.43344
29.85252	0	-10.67526
32.14906	0	-10.89726
34.51392	0	-11.09918
36.94474	0	-11.28086
39.43904	0	-11.44212
41.9943	0	-11.5829
44.608	0	-11.70318
47.27746	0	-11.803
50	0	-11.88248
52.7729	0	-11.94178
55.59334	0	-11.98116
58.4585	0	-12.00086
61.36548	0	-12.00126
64.31138	0	-11.98276
67.2932	0	-11.94578
70.30796	0	-11.89084
73.35262	0	-11.81848
76.4241	0	-11.72924
79.51934	0	-11.62374
82.63518	0	-11.50264
85.76852	0	-11.3666
88.91618	0	-11.21626
92.075	0	-11.05238
95.2418	0	-10.87564
98.4134	0	-10.6868
101.5866	0	-10.48656
104.7582	0	-10.27566
107.925	0	-10.05486
111.08382	0	-9.82488
114.23148	0	-9.58646
117.36482	0	-9.3403
120.48066	0	-9.08716
123.5759	0	-8.8277
126.64738	0	-8.56266
129.69204	0	-8.2927
132.7068	0	-8.01848
135.68862	0	-7.7407
138.63452	0	-7.46
141.5415	0	-7.17702
144.40666	0	-6.89238
147.2271	0	-6.6067
150	0	-6.32062
152.72254	0	-6.0347
155.392	0	-5.74958
158.0057	0	-5.4658
160.56096	0	-5.184
163.05526	0	-4.90472
165.48608	0	-4.62854
167.85094	0	-4.35604
170.14748	0	-4.08778
172.3734	0	-3.82434
174.52644	0	-3.56626
176.60444	0	-3.31408
178.6053	0	-3.0684
180.52702	0	-2.82972
182.36766	0	-2.59858
184.12536	0	-2.37554
185.79834	0	-2.1611
187.38494	0	-1.95578
188.88354	0	-1.76006
190.29266	0	-1.57444
191.61084	0	-1.39938
192.8368	0	-1.23532
193.96926	0	-1.0827
195.00712	0	-0.9419
195.9493	0	-0.81332
196.79488	0	-0.6973
197.54298	0	-0.59414
198.19286	0	-0.50414
198.74388	0	-0.42756
199.19548	0	-0.3646
199.5472	0	-0.31544
199.79866	0	-0.28024
199.94966	0	-0.25906
200	0	-0.252
